#,id,name,evaluated,perfFeasible,inParetoFront,DV_68_Instantiate Component Actuator,DV_68_Instantiate Component Actuator_active,DV_69_Instantiate Component Computer,DV_69_Instantiate Component Computer_active,DV_70_Instantiate Component Sensor,DV_70_Instantiate Component Sensor_active,DV_71_Attribute Actuator 1/3 -> Type (1),DV_71_Attribute Actuator 1/3 -> Type (1)_active,DV_72_Attribute Actuator 1/3 -> Type (2),DV_72_Attribute Actuator 1/3 -> Type (2)_active,DV_73_Attribute Actuator 1/3 -> Type (3),DV_73_Attribute Actuator 1/3 -> Type (3)_active,DV_74_Attribute Actuator 1/3 -> Type (4),DV_74_Attribute Actuator 1/3 -> Type (4)_active,DV_75_Attribute Computer 1/3 -> Type (1),DV_75_Attribute Computer 1/3 -> Type (1)_active,DV_76_Attribute Computer 1/3 -> Type (2),DV_76_Attribute Computer 1/3 -> Type (2)_active,DV_77_Attribute Computer 1/3 -> Type (3),DV_77_Attribute Computer 1/3 -> Type (3)_active,DV_78_Attribute Computer 1/3 -> Type (4),DV_78_Attribute Computer 1/3 -> Type (4)_active,DV_79_Attribute Sensor 1/3 -> Type (1),DV_79_Attribute Sensor 1/3 -> Type (1)_active,DV_80_Attribute Sensor 1/3 -> Type (2),DV_80_Attribute Sensor 1/3 -> Type (2)_active,DV_81_Attribute Sensor 1/3 -> Type (3),DV_81_Attribute Sensor 1/3 -> Type (3)_active,DV_82_Attribute Sensor 1/3 -> Type (4),DV_82_Attribute Sensor 1/3 -> Type (4)_active,DV_83_Connect Port Command (1),DV_83_Connect Port Command (1)_active,DV_84_Connect Port Command (2),DV_84_Connect Port Command (2)_active,DV_85_Connect Port Command (3),DV_85_Connect Port Command (3)_active,DV_86_Connect Port Command (4),DV_86_Connect Port Command (4)_active,DV_87_Connect Port Command (5),DV_87_Connect Port Command (5)_active,DV_88_Connect Port Command (6),DV_88_Connect Port Command (6)_active,DV_89_Connect Port Command (7),DV_89_Connect Port Command (7)_active,DV_90_Connect Port Command (8),DV_90_Connect Port Command (8)_active,DV_91_Connect Port Command (9),DV_91_Connect Port Command (9)_active,DV_92_Connect Port Data (1),DV_92_Connect Port Data (1)_active,DV_93_Connect Port Data (2),DV_93_Connect Port Data (2)_active,DV_94_Connect Port Data (3),DV_94_Connect Port Data (3)_active,DV_95_Connect Port Data (4),DV_95_Connect Port Data (4)_active,DV_96_Connect Port Data (5),DV_96_Connect Port Data (5)_active,DV_97_Connect Port Data (6),DV_97_Connect Port Data (6)_active,DV_98_Connect Port Data (7),DV_98_Connect Port Data (7)_active,DV_99_Connect Port Data (8),DV_99_Connect Port Data (8)_active,DV_100_Connect Port Data (9),DV_100_Connect Port Data (9)_active,OBJ_101_Failure Rate,OBJ_102_Mass,FUN_18_Determine Action,FUN_19_Sense Orientation,FUN_16_Provide GNC,FUN_50_Control Orientation,DE_17_GNC Functions,COMP_21_Sensor,COMP_22_Computer,COMP_51_Actuator,PORT_20_Data,PORT_61_Command,ATTR_27_Type_0,ATTR_27_Type_1,ATTR_27_Type_2,ATTR_41_Type_0,ATTR_41_Type_1,ATTR_41_Type_2,ATTR_53_Type_0,ATTR_53_Type_1,ATTR_53_Type_2
11,792,Architecture #11,True,True,False,0,True,0,True,1,True,0,True,1,True,0,False,0,False,1,True,0,True,0,False,0,False,0,True,0,True,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.522904080949775,26.5,1,1,1,1,1,2,1,1,1,1,C,C,0,A,0,0,B,0,0
12,855,Architecture #12,True,True,False,1,True,0,True,0,True,1,True,0,True,0,True,0,False,0,True,0,True,0,False,0,False,1,True,0,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.7695383089166437,26.0,1,1,1,1,1,1,1,2,1,1,A,0,0,C,0,0,A,C,0
13,918,Architecture #13,True,True,False,0,True,0,True,0,True,0,True,0,True,0,False,0,False,0,True,0,True,0,False,0,False,0,True,0,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.7695715162345254,28.5,1,1,1,1,1,1,1,1,1,1,C,0,0,C,0,0,C,0,0
14,978,Architecture #14,True,True,False,1,True,2,True,2,True,1,True,0,True,1,True,0,False,1,True,1,True,0,True,1,True,1,True,0,True,1,True,1,True,1,True,1,True,1,True,0,True,0,True,1,True,0,False,0,False,0,False,1,True,1,True,1,True,1,True,0,True,0,True,1,True,0,True,0,True,-7.508579205985956,35.0,1,1,1,1,1,3,3,2,1,1,A,B,B,A,A,B,A,B,0
15,1055,Architecture #15,True,True,False,2,True,1,True,0,True,0,True,0,True,1,True,1,True,1,True,0,True,1,True,0,False,0,True,1,True,0,False,0,False,1,True,0,True,1,True,0,True,1,True,1,True,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.9999826198846056,42.5,1,1,1,1,1,1,2,3,1,1,B,0,0,A,B,0,C,C,C
16,1125,Architecture #16,True,True,False,2,True,0,True,1,True,1,True,1,True,1,True,0,True,0,True,1,True,0,False,0,False,0,True,1,True,1,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-4.397831447405505,27.5,1,1,1,1,1,2,1,3,1,1,B,B,0,B,0,0,A,A,A
17,1194,Architecture #17,True,True,False,1,True,1,True,1,True,0,True,1,True,1,True,0,False,0,True,0,True,1,True,0,False,1,True,0,True,0,True,0,False,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,-7.319664489477711,43.0,1,1,1,1,1,2,2,2,1,1,A,C,0,C,C,0,B,B,0
18,1264,Architecture #18,True,True,False,2,True,2,True,0,True,1,True,1,True,1,True,0,True,1,True,1,True,0,True,0,True,0,True,1,True,0,False,0,False,1,True,0,True,1,True,1,True,1,True,1,True,1,True,0,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.9999999906554873,32.5,1,1,1,1,1,1,3,3,1,1,B,0,0,A,A,C,A,A,A
19,1338,Architecture #19,True,True,False,1,True,0,True,1,True,0,True,0,True,1,True,0,False,0,True,0,True,0,False,0,False,0,True,1,True,0,True,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-4.698644412069496,44.0,1,1,1,1,1,2,1,2,1,1,B,C,0,C,0,0,C,C,0
20,1404,Architecture #20,True,True,False,0,True,1,True,2,True,0,True,1,True,0,False,0,False,1,True,0,True,0,True,0,False,0,True,1,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,1,True,1,True,1,True,0,True,0,False,0,False,0,False,-3.698965660544779,42.5,1,1,1,1,1,3,2,1,1,1,B,C,C,A,C,0,B,0,0
21,1474,Architecture #21,True,True,False,0,True,1,True,1,True,0,True,1,True,0,False,0,False,0,True,1,True,0,True,0,False,1,True,0,True,0,True,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,True,1,True,0,False,0,False,0,False,0,False,0,False,-3.698945472884351,32.5,1,1,1,1,1,2,2,1,1,1,A,C,0,B,C,0,B,0,0
22,1541,Architecture #22,True,True,False,0,True,0,True,0,True,0,True,1,True,0,False,0,False,0,True,1,True,0,False,0,False,0,True,1,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.468561958634186,16.5,1,1,1,1,1,1,1,1,1,1,B,0,0,B,0,0,B,0,0
23,1601,Architecture #23,True,True,False,0,True,2,True,2,True,0,True,1,True,0,False,0,False,1,True,1,True,1,True,0,True,1,True,0,True,1,True,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,True,1,True,0,True,0,True,1,True,1,True,1,True,1,True,-3.698969993481697,29.5,1,1,1,1,1,3,3,1,1,1,A,B,B,A,A,A,B,0,0
24,1675,Architecture #24,True,True,False,1,True,0,True,2,True,0,True,0,True,1,True,0,False,1,True,0,True,0,False,0,False,1,True,1,True,0,True,0,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.999956572180812,37.0,1,1,1,1,1,3,1,2,1,1,A,A,C,A,0,0,C,C,0
25,1744,Architecture #25,True,True,False,1,True,2,True,0,True,0,True,1,True,0,True,0,False,0,True,1,True,1,True,0,True,0,True,1,True,0,False,0,False,0,True,1,True,1,True,1,True,1,True,0,True,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.9999131565971644,41.0,1,1,1,1,1,1,3,2,1,1,B,0,0,B,B,C,B,C,0
26,1815,Architecture #26,True,True,False,2,True,1,True,1,True,1,True,0,True,0,True,1,True,0,True,1,True,0,True,0,False,1,True,1,True,0,True,0,False,1,True,1,True,1,True,1,True,0,True,1,True,0,False,0,False,0,False,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,-7.632623204569449,43.5,1,1,1,1,1,2,2,3,1,1,A,A,0,B,C,0,A,C,C
27,1888,Architecture #27,True,True,False,2,True,0,True,2,True,1,True,0,True,1,True,0,True,0,True,1,True,0,False,0,False,0,True,1,True,1,True,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-4.3979399804440265,41.5,1,1,1,1,1,3,1,3,1,1,B,B,B,B,0,0,A,B,C
28,1960,Architecture #28,True,True,False,2,True,0,True,1,True,1,True,1,True,1,True,0,True,1,True,0,True,0,False,0,False,1,True,1,True,0,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.9999023022795646,19.5,1,1,1,1,1,2,1,3,1,1,A,A,0,A,0,0,A,A,A
29,2029,Architecture #29,True,True,False,0,True,0,True,2,True,1,True,0,True,0,False,0,False,0,True,1,True,0,False,0,False,1,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.9208303298648035,23.5,1,1,1,1,1,3,1,1,1,1,A,B,B,B,0,0,A,0,0
30,2095,Architecture #30,True,True,False,2,True,2,True,2,True,0,True,1,True,1,True,1,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,0,True,0,True,0,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,True,0,True,-10.599936503579482,34.5,1,1,1,1,1,3,3,3,1,1,A,A,A,A,A,A,B,B,B
31,2175,Architecture #31,True,True,False,0,True,1,True,0,True,1,True,0,True,0,False,0,False,1,True,0,True,0,True,0,False,0,True,1,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.744741972489283,22.5,1,1,1,1,1,1,2,1,1,1,B,0,0,A,C,0,A,0,0
32,2239,Architecture #32,True,True,False,0,True,1,True,1,True,0,True,1,True,0,False,0,False,0,True,1,True,1,True,0,False,0,True,0,True,1,True,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,True,0,True,1,True,0,False,0,False,0,False,0,False,0,False,-3.698952420064844,33.5,1,1,1,1,1,2,2,1,1,1,C,C,0,B,B,0,B,0,0
33,2306,Architecture #33,True,True,False,2,True,2,True,2,True,1,True,1,True,0,True,1,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,0,True,1,True,0,True,0,True,1,True,0,True,1,True,1,True,0,True,0,True,1,True,1,True,0,True,-10.808486816518723,30.5,1,1,1,1,1,3,3,3,1,1,A,A,A,A,A,A,A,A,B
34,2386,Architecture #34,True,True,False,2,True,2,True,0,True,1,True,1,True,0,True,1,True,1,True,0,True,1,True,1,True,0,True,1,True,0,False,0,False,0,True,1,True,0,True,0,True,1,True,0,True,1,True,1,True,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.999986097935894,31.5,1,1,1,1,1,1,3,3,1,1,B,0,0,A,B,B,A,A,B
35,2460,Architecture #35,True,True,False,1,True,2,True,2,True,1,True,1,True,0,True,0,False,1,True,1,True,0,True,1,True,0,True,1,True,1,True,1,True,1,True,0,True,1,True,0,True,1,True,1,True,0,False,0,False,0,False,1,True,1,True,1,True,1,True,1,True,0,True,0,True,1,True,0,True,-7.754433455532612,36.0,1,1,1,1,1,3,3,2,1,1,B,B,B,A,A,B,A,A,0
36,2537,Architecture #36,True,True,False,2,True,2,True,0,True,0,True,1,True,0,True,1,True,1,True,1,True,1,True,0,True,0,True,1,True,0,False,0,False,1,True,0,True,1,True,1,True,1,True,1,True,1,True,0,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.999999969605033,39.5,1,1,1,1,1,1,3,3,1,1,B,0,0,A,A,A,B,C,C
37,2611,Architecture #37,True,True,False,0,True,2,True,2,True,0,True,0,True,0,False,0,False,0,True,1,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,1,True,1,True,0,True,0,True,1,True,0,True,1,True,-3.9999999807763134,38.5,1,1,1,1,1,3,3,1,1,1,A,A,A,B,B,C,C,0,0
38,2685,Architecture #38,True,True,False,2,True,2,True,1,True,1,True,0,True,1,True,1,True,0,True,1,True,1,True,1,True,1,True,1,True,0,True,0,False,1,True,0,True,0,True,0,True,1,True,1,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,0,True,0,True,0,False,0,False,0,False,-7.3925401320462765,35.5,1,1,1,1,1,2,3,3,1,1,A,A,0,B,B,B,A,B,B
39,2762,Architecture #39,True,True,False,0,True,1,True,2,True,0,True,1,True,0,False,0,False,0,True,1,True,1,True,0,False,1,True,1,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,1,True,0,True,1,True,0,False,0,False,0,False,-3.6989665238504847,27.5,1,1,1,1,1,3,2,1,1,1,A,A,B,B,B,0,B,0,0
40,2832,Architecture #40,True,True,False,0,True,0,True,0,True,0,True,0,True,0,False,0,False,0,True,1,True,0,False,0,False,0,True,1,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.6198213308721727,20.5,1,1,1,1,1,1,1,1,1,1,B,0,0,B,0,0,C,0,0
41,2892,Architecture #41,True,True,False,1,True,2,True,1,True,1,True,1,True,0,True,0,False,0,True,1,True,1,True,1,True,0,True,1,True,1,True,0,False,0,True,1,True,1,True,0,True,1,True,0,True,0,False,0,False,0,False,1,True,1,True,1,True,0,True,1,True,0,True,0,False,0,False,0,False,-7.500347881997217,34.0,1,1,1,1,1,2,3,2,1,1,B,B,0,B,B,B,A,A,0
42,2966,Architecture #42,True,True,False,1,True,1,True,0,True,1,True,1,True,0,True,0,False,0,True,1,True,1,True,0,False,0,True,1,True,0,False,0,False,0,True,1,True,1,True,0,True,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.9999374756844026,23.0,1,1,1,1,1,1,2,2,1,1,B,0,0,B,B,0,A,A,0
43,3033,Architecture #43,True,True,False,1,True,2,True,0,True,0,True,1,True,1,True,0,False,1,True,1,True,0,True,1,True,1,True,0,True,0,False,0,False,0,True,1,True,1,True,0,True,0,True,1,True,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.8237350920364044,25.0,1,1,1,1,1,1,3,2,1,1,A,0,0,A,A,B,B,B,0
44,3104,Architecture #44,True,True,False,0,True,2,True,1,True,0,True,1,True,0,False,0,False,1,True,1,True,1,True,0,True,0,True,1,True,1,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,1,True,1,True,1,True,0,True,0,False,0,False,0,False,-3.698948287985581,26.5,1,1,1,1,1,2,3,1,1,1,B,B,0,A,A,A,B,0,0
45,3175,Architecture #45,True,True,False,1,True,2,True,0,True,0,True,1,True,1,True,0,False,0,True,1,True,1,True,0,True,0,True,0,True,0,False,0,False,1,True,0,True,1,True,0,True,0,True,1,True,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-4.3006480075606275,40.0,1,1,1,1,1,1,3,2,1,1,C,0,0,B,B,C,B,B,0
46,3246,Architecture #46,True,True,False,0,True,0,True,1,True,0,True,1,True,0,False,0,False,0,True,1,True,0,False,0,False,1,True,0,True,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.6197760980647375,19.5,1,1,1,1,1,2,1,1,1,1,A,B,0,B,0,0,B,0,0
47,3309,Architecture #47,True,True,False,1,True,0,True,0,True,1,True,0,True,1,True,0,False,0,True,1,True,0,False,0,False,1,True,0,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.721223548992482,17.0,1,1,1,1,1,1,1,2,1,1,A,0,0,B,0,0,A,B,0
48,3372,Architecture #48,True,True,False,0,True,1,True,2,True,0,True,1,True,0,False,0,False,1,True,0,True,1,True,0,False,0,True,1,True,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,True,1,True,0,True,0,False,0,False,0,False,-3.6989396095636398,31.5,1,1,1,1,1,3,2,1,1,1,B,B,B,A,B,0,B,0,0
49,3442,Architecture #49,True,True,False,2,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,0,False,1,True,0,True,1,True,0,False,0,True,0,True,1,True,1,True,1,True,0,True,0,False,0,False,0,False,1,True,1,True,1,True,0,True,0,False,0,False,0,False,0,False,0,False,-7.1426994785424816,31.5,1,1,1,1,1,2,2,3,1,1,A,B,0,A,B,0,A,B,B
50,3515,Architecture #50,True,True,False,1,True,2,True,2,True,0,True,1,True,0,True,0,False,0,True,0,True,1,True,1,True,1,True,1,True,0,True,0,True,1,True,0,True,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,0,True,-7.638249262261641,60.0,1,1,1,1,1,3,3,2,1,1,A,A,C,C,C,C,B,C,0
51,3592,Architecture #51,True,True,False,2,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,1,True,0,True,0,False,0,True,1,True,1,True,0,False,0,True,1,True,1,True,1,True,1,True,0,True,0,False,0,False,0,False,1,True,1,True,1,True,0,True,0,False,0,False,0,False,0,False,0,False,-7.522722469076872,32.5,1,1,1,1,1,2,2,3,1,1,B,B,0,A,A,0,A,B,B
52,3665,Architecture #52,True,True,False,2,True,0,True,0,True,0,True,1,True,0,True,1,True,0,True,1,True,0,False,0,False,1,True,0,True,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.7212601092555113,32.5,1,1,1,1,1,1,1,3,1,1,A,0,0,B,0,0,B,C,C
53,3731,Architecture #53,True,True,False,1,True,1,True,2,True,0,True,1,True,1,True,0,False,1,True,1,True,0,True,0,False,1,True,1,True,1,True,0,True,1,True,0,True,0,True,1,True,0,False,0,False,0,False,0,False,0,False,1,True,0,True,1,True,0,True,1,True,1,True,0,False,0,False,0,False,-6.86974706223499,26.0,1,1,1,1,1,3,2,2,1,1,A,A,A,A,A,0,B,B,0
