#,id,name,evaluated,perfFeasible,inParetoFront,DV_68_Instantiate Component Actuator,DV_68_Instantiate Component Actuator_active,DV_69_Instantiate Component Computer,DV_69_Instantiate Component Computer_active,DV_70_Instantiate Component Sensor,DV_70_Instantiate Component Sensor_active,DV_71_Attribute Actuator 1/3 -> Type (1),DV_71_Attribute Actuator 1/3 -> Type (1)_active,DV_72_Attribute Actuator 1/3 -> Type (2),DV_72_Attribute Actuator 1/3 -> Type (2)_active,DV_73_Attribute Actuator 1/3 -> Type (3),DV_73_Attribute Actuator 1/3 -> Type (3)_active,DV_74_Attribute Actuator 1/3 -> Type (4),DV_74_Attribute Actuator 1/3 -> Type (4)_active,DV_75_Attribute Computer 1/3 -> Type (1),DV_75_Attribute Computer 1/3 -> Type (1)_active,DV_76_Attribute Computer 1/3 -> Type (2),DV_76_Attribute Computer 1/3 -> Type (2)_active,DV_77_Attribute Computer 1/3 -> Type (3),DV_77_Attribute Computer 1/3 -> Type (3)_active,DV_78_Attribute Computer 1/3 -> Type (4),DV_78_Attribute Computer 1/3 -> Type (4)_active,DV_79_Attribute Sensor 1/3 -> Type (1),DV_79_Attribute Sensor 1/3 -> Type (1)_active,DV_80_Attribute Sensor 1/3 -> Type (2),DV_80_Attribute Sensor 1/3 -> Type (2)_active,DV_81_Attribute Sensor 1/3 -> Type (3),DV_81_Attribute Sensor 1/3 -> Type (3)_active,DV_82_Attribute Sensor 1/3 -> Type (4),DV_82_Attribute Sensor 1/3 -> Type (4)_active,DV_83_Connect Port Command (1),DV_83_Connect Port Command (1)_active,DV_84_Connect Port Command (2),DV_84_Connect Port Command (2)_active,DV_85_Connect Port Command (3),DV_85_Connect Port Command (3)_active,DV_86_Connect Port Command (4),DV_86_Connect Port Command (4)_active,DV_87_Connect Port Command (5),DV_87_Connect Port Command (5)_active,DV_88_Connect Port Command (6),DV_88_Connect Port Command (6)_active,DV_89_Connect Port Command (7),DV_89_Connect Port Command (7)_active,DV_90_Connect Port Command (8),DV_90_Connect Port Command (8)_active,DV_91_Connect Port Command (9),DV_91_Connect Port Command (9)_active,DV_92_Connect Port Data (1),DV_92_Connect Port Data (1)_active,DV_93_Connect Port Data (2),DV_93_Connect Port Data (2)_active,DV_94_Connect Port Data (3),DV_94_Connect Port Data (3)_active,DV_95_Connect Port Data (4),DV_95_Connect Port Data (4)_active,DV_96_Connect Port Data (5),DV_96_Connect Port Data (5)_active,DV_97_Connect Port Data (6),DV_97_Connect Port Data (6)_active,DV_98_Connect Port Data (7),DV_98_Connect Port Data (7)_active,DV_99_Connect Port Data (8),DV_99_Connect Port Data (8)_active,DV_100_Connect Port Data (9),DV_100_Connect Port Data (9)_active,OBJ_101_Failure Rate,OBJ_102_Mass,FUN_18_Determine Action,FUN_19_Sense Orientation,FUN_16_Provide GNC,FUN_50_Control Orientation,DE_17_GNC Functions,COMP_21_Sensor,COMP_22_Computer,COMP_51_Actuator,PORT_20_Data,PORT_61_Command,ATTR_27_Type_0,ATTR_27_Type_1,ATTR_27_Type_2,ATTR_41_Type_0,ATTR_41_Type_1,ATTR_41_Type_2,ATTR_53_Type_0,ATTR_53_Type_1,ATTR_53_Type_2
15,1059,Architecture #15,True,True,False,2,True,0,True,1,True,1,True,1,True,1,True,0,True,0,True,1,True,0,False,0,False,0,True,0,True,1,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-4.397912861642383,33.5,1,1,1,1,1,2,1,3,1,1,C,C,0,B,0,0,A,A,A
16,1128,Architecture #16,True,True,False,1,True,1,True,1,True,0,True,1,True,0,True,0,False,0,True,1,True,1,True,0,False,0,True,0,True,1,True,0,False,0,True,1,True,1,True,0,True,0,False,0,False,0,False,0,False,0,False,0,True,1,True,1,True,0,True,0,False,0,False,0,False,0,False,0,False,-7.258903496561004,43.0,1,1,1,1,1,2,2,2,1,1,C,C,0,B,B,0,B,C,0
17,1198,Architecture #17,True,True,False,2,True,0,True,2,True,1,True,0,True,1,True,1,True,1,True,0,True,0,False,0,False,1,True,0,True,1,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.9999999828470836,35.5,1,1,1,1,1,3,1,3,1,1,A,B,C,A,0,0,A,B,B
18,1270,Architecture #18,True,True,False,1,True,2,True,1,True,0,True,0,True,1,True,0,False,0,True,1,True,1,True,0,True,0,True,1,True,0,True,0,False,1,True,1,True,1,True,0,True,1,True,0,True,0,False,0,False,0,False,1,True,0,True,1,True,1,True,1,True,0,True,0,False,0,False,0,False,-7.721250241655944,54.0,1,1,1,1,1,2,3,2,1,1,B,C,0,B,B,C,C,C,0
19,1344,Architecture #19,True,True,False,1,True,2,True,2,True,1,True,0,True,1,True,0,False,1,True,1,True,1,True,0,True,0,True,1,True,0,True,1,True,1,True,0,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,1,True,0,True,1,True,1,True,1,True,1,True,0,True,1,True,0,True,-7.795729419546296,42.0,1,1,1,1,1,3,3,2,1,1,B,C,C,A,A,A,A,B,0
20,1421,Architecture #20,True,True,False,1,True,2,True,0,True,1,True,1,True,0,True,0,False,1,True,1,True,1,True,0,True,0,True,1,True,0,False,0,False,0,True,1,True,1,True,0,True,1,True,1,True,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.999972197533308,22.0,1,1,1,1,1,1,3,2,1,1,B,0,0,A,A,A,A,A,0
21,1492,Architecture #21,True,True,False,2,True,2,True,2,True,1,True,1,True,1,True,0,True,1,True,1,True,0,True,0,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,1,True,0,True,1,True,1,True,0,True,0,True,1,True,1,True,1,True,0,True,1,True,0,True,0,True,1,True,0,True,-7.823720989342866,35.5,1,1,1,1,1,3,3,3,1,1,A,A,A,A,A,C,A,A,A
22,1572,Architecture #22,True,True,False,1,True,1,True,2,True,1,True,0,True,0,True,0,False,0,True,1,True,0,True,0,False,0,True,1,True,1,True,1,True,1,True,1,True,1,True,0,True,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,-7.920760281439559,46.0,1,1,1,1,1,3,2,2,1,1,B,B,B,B,C,0,A,C,0
23,1645,Architecture #23,True,True,False,1,True,2,True,2,True,0,True,1,True,0,True,0,False,1,True,0,True,1,True,1,True,1,True,0,True,1,True,0,True,1,True,1,True,0,True,1,True,0,True,1,True,0,False,0,False,0,False,1,True,1,True,1,True,1,True,0,True,0,True,1,True,1,True,1,True,-7.522883669715715,46.0,1,1,1,1,1,3,3,2,1,1,A,B,C,A,B,B,B,C,0
24,1722,Architecture #24,True,True,False,0,True,0,True,0,True,0,True,0,True,0,False,0,False,1,True,0,True,0,False,0,False,0,True,0,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.6020947354076727,21.5,1,1,1,1,1,1,1,1,1,1,C,0,0,A,0,0,C,0,0
25,1782,Architecture #25,True,True,False,0,True,2,True,1,True,1,True,0,True,0,False,0,False,0,True,1,True,1,True,0,True,0,True,1,True,0,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,-4.096882872014596,38.5,1,1,1,1,1,2,3,1,1,1,B,C,0,B,B,C,A,0,0
26,1853,Architecture #26,True,True,False,2,True,1,True,2,True,0,True,1,True,1,True,0,True,0,True,1,True,1,True,0,False,1,True,0,True,1,True,0,True,0,True,1,True,1,True,1,True,0,True,1,True,0,False,0,False,0,False,1,True,1,True,1,True,1,True,0,True,1,True,0,False,0,False,0,False,-8.793997673356039,48.5,1,1,1,1,1,3,2,3,1,1,A,B,C,B,B,0,B,B,C
27,1929,Architecture #27,True,True,False,2,True,2,True,1,True,1,True,1,True,0,True,0,True,0,True,0,True,1,True,1,True,0,True,1,True,1,True,0,False,1,True,0,True,1,True,1,True,0,True,0,True,0,True,1,True,0,True,1,True,1,True,1,True,1,True,0,True,0,True,0,False,0,False,0,False,-7.9207608602476025,58.5,1,1,1,1,1,2,3,3,1,1,B,B,0,C,C,C,A,A,C
28,2006,Architecture #28,True,True,False,1,True,1,True,1,True,0,True,0,True,1,True,0,False,1,True,1,True,0,True,0,False,1,True,1,True,0,True,0,False,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,1,True,0,True,0,True,1,True,0,False,0,False,0,False,0,False,0,False,-7.139706925164253,31.0,1,1,1,1,1,2,2,2,1,1,A,A,0,A,A,0,C,C,0
29,2076,Architecture #29,True,True,False,2,True,2,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,1,True,0,True,0,True,0,False,1,True,1,True,0,True,1,True,0,True,0,True,1,True,0,True,1,True,0,True,1,True,1,True,1,True,0,True,0,True,0,False,0,False,0,False,-7.647716649217527,35.5,1,1,1,1,1,2,3,3,1,1,A,C,0,A,A,B,A,A,B
30,2153,Architecture #30,True,True,True,0,True,0,True,1,True,1,True,0,True,0,False,0,False,1,True,0,True,0,False,0,False,1,True,1,True,0,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.74469252124287,12.5,1,1,1,1,1,2,1,1,1,1,A,A,0,A,0,0,A,0,0
31,2216,Architecture #31,True,True,False,0,True,0,True,2,True,0,True,1,True,0,False,0,False,1,True,0,True,0,False,0,False,1,True,1,True,0,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.522907695954491,20.5,1,1,1,1,1,3,1,1,1,1,A,A,B,A,0,0,B,0,0
32,2282,Architecture #32,True,True,False,2,True,2,True,0,True,0,True,1,True,1,True,1,True,1,True,1,True,1,True,0,True,1,True,0,True,0,False,0,False,1,True,1,True,1,True,0,True,1,True,1,True,0,True,1,True,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.8239087033134274,28.5,1,1,1,1,1,1,3,3,1,1,A,0,0,A,A,A,B,B,B
33,2356,Architecture #33,True,True,False,0,True,1,True,1,True,0,True,1,True,0,False,0,False,1,True,1,True,0,True,0,False,0,True,1,True,0,True,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,True,0,True,1,True,0,False,0,False,0,False,0,False,0,False,-3.6989048835026113,26.5,1,1,1,1,1,2,2,1,1,1,B,C,0,A,A,0,B,0,0
34,2423,Architecture #34,True,True,False,0,True,1,True,0,True,1,True,0,True,0,False,0,False,0,True,1,True,0,True,0,False,0,True,0,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.8860673384978806,27.5,1,1,1,1,1,1,2,1,1,1,C,0,0,B,C,0,A,0,0
35,2487,Architecture #35,True,True,False,1,True,2,True,1,True,0,True,0,True,1,True,0,False,1,True,1,True,1,True,0,True,0,True,0,True,1,True,0,False,1,True,1,True,1,True,0,True,1,True,0,True,0,False,0,False,0,False,1,True,1,True,1,True,1,True,0,True,0,True,0,False,0,False,0,False,-7.560679153489865,46.0,1,1,1,1,1,2,3,2,1,1,C,C,0,A,A,A,C,C,0
36,2561,Architecture #36,True,True,False,1,True,0,True,1,True,0,True,1,True,1,True,0,False,0,True,0,True,0,False,0,False,0,True,1,True,0,True,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-4.697993958917171,36.0,1,1,1,1,1,2,1,2,1,1,B,C,0,C,0,0,B,B,0
37,2627,Architecture #37,True,True,False,2,True,1,True,1,True,1,True,1,True,1,True,0,True,1,True,1,True,0,True,0,False,1,True,1,True,0,True,0,False,0,True,1,True,1,True,1,True,1,True,0,True,0,False,0,False,0,False,1,True,1,True,1,True,0,True,0,False,0,False,0,False,0,False,0,False,-7.323315521984818,22.5,1,1,1,1,1,2,2,3,1,1,A,A,0,A,A,0,A,A,A
38,2700,Architecture #38,True,True,False,2,True,2,True,1,True,1,True,1,True,1,True,0,True,1,True,1,True,0,True,0,True,0,True,1,True,1,True,0,False,1,True,1,True,1,True,1,True,0,True,0,True,1,True,0,True,0,True,1,True,1,True,1,True,1,True,0,True,1,True,0,False,0,False,0,False,-7.744705496102866,38.5,1,1,1,1,1,2,3,3,1,1,B,B,0,A,A,C,A,A,A
39,2777,Architecture #39,True,True,False,1,True,0,True,1,True,0,True,1,True,0,True,0,False,1,True,0,True,0,False,0,False,1,True,1,True,0,True,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.99981548250793,24.0,1,1,1,1,1,2,1,2,1,1,A,A,0,A,0,0,B,C,0
40,2843,Architecture #40,True,True,False,2,True,1,True,0,True,0,True,1,True,1,True,0,True,0,True,0,True,1,True,0,False,0,True,0,True,0,False,0,False,1,True,1,True,0,True,0,True,1,True,1,True,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-4.301026476333334,49.5,1,1,1,1,1,1,2,3,1,1,C,0,0,C,C,0,B,B,C
41,2913,Architecture #41,True,True,False,2,True,2,True,0,True,1,True,1,True,0,True,0,True,1,True,1,True,0,True,1,True,0,True,1,True,0,False,0,False,0,True,0,True,1,True,1,True,1,True,0,True,1,True,1,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.9999999909680297,33.5,1,1,1,1,1,1,3,3,1,1,B,0,0,A,A,B,A,A,C
42,2987,Architecture #42,True,True,False,1,True,0,True,1,True,1,True,0,True,1,True,0,False,0,True,0,True,0,False,0,False,1,True,1,True,0,True,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-4.698134807789448,25.0,1,1,1,1,1,2,1,2,1,1,A,A,0,C,0,0,A,B,0
43,3053,Architecture #43,True,True,False,1,True,0,True,2,True,1,True,0,True,0,True,0,False,0,True,1,True,0,False,0,False,1,True,1,True,1,True,0,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-4.397853125299247,27.0,1,1,1,1,1,3,1,2,1,1,A,A,A,B,0,0,A,C,0
44,3122,Architecture #44,True,True,False,0,True,0,True,2,True,0,True,1,True,0,False,0,False,0,True,1,True,0,False,0,False,1,True,1,True,0,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.6198032309417347,22.5,1,1,1,1,1,3,1,1,1,1,A,A,B,B,0,0,B,0,0
45,3188,Architecture #45,True,True,False,1,True,1,True,2,True,1,True,0,True,0,True,0,False,1,True,0,True,0,True,0,False,1,True,0,True,0,True,1,True,0,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,1,True,0,True,0,True,1,True,1,True,0,True,0,False,0,False,0,False,-7.657595778950946,47.0,1,1,1,1,1,3,2,2,1,1,A,C,C,A,C,0,A,C,0
46,3261,Architecture #46,True,True,False,0,True,2,True,2,True,0,True,0,True,0,False,0,False,1,True,1,True,0,True,1,True,0,True,1,True,1,True,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,-3.999999988710341,38.5,1,1,1,1,1,3,3,1,1,1,B,B,B,A,A,B,C,0,0
47,3335,Architecture #47,True,True,False,0,True,1,True,0,True,0,True,1,True,0,False,0,False,1,True,1,True,0,True,0,False,1,True,0,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.4559567775291615,14.5,1,1,1,1,1,1,2,1,1,1,A,0,0,A,A,0,B,0,0
48,3399,Architecture #48,True,True,False,0,True,1,True,0,True,0,True,1,True,0,False,0,False,0,True,1,True,1,True,0,False,1,True,0,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.4559671976695054,18.5,1,1,1,1,1,1,2,1,1,1,A,0,0,B,B,0,B,0,0
49,3463,Architecture #49,True,True,False,2,True,1,True,0,True,0,True,1,True,1,True,0,True,0,True,1,True,0,True,0,False,0,True,1,True,0,False,0,False,0,True,1,True,1,True,1,True,0,True,0,True,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.9999617691790244,41.5,1,1,1,1,1,1,2,3,1,1,B,0,0,B,C,0,B,B,C
50,3533,Architecture #50,True,True,False,0,True,1,True,2,True,0,True,1,True,0,False,0,False,0,True,0,True,1,True,0,False,0,True,1,True,1,True,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,True,1,True,1,True,0,True,1,True,0,False,0,False,0,False,-3.698969132882298,43.5,1,1,1,1,1,3,2,1,1,1,B,B,B,C,C,0,B,0,0
51,3603,Architecture #51,True,True,False,0,True,1,True,0,True,0,True,1,True,0,False,0,False,1,True,1,True,0,True,0,False,0,True,0,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.6020599956707335,20.5,1,1,1,1,1,1,2,1,1,1,C,0,0,A,A,0,B,0,0
52,3667,Architecture #52,True,True,False,0,True,1,True,0,True,0,True,1,True,0,False,0,False,0,True,0,True,1,True,0,False,0,True,1,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.5229071202871274,31.5,1,1,1,1,1,1,2,1,1,1,B,0,0,C,C,0,B,0,0
53,3731,Architecture #53,True,True,False,2,True,2,True,2,True,1,True,0,True,1,True,0,True,0,True,1,True,1,True,1,True,1,True,0,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,0,True,0,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,0,True,0,True,1,True,1,True,-7.420196364885282,51.5,1,1,1,1,1,3,3,3,1,1,A,B,C,B,B,B,A,B,C
